,CnpjCpf,Nome,NomeFantasia,Logradouro,NumeroLogradouro,ComplementoEndereco,BairroEndereco,MunicipioEndereco,UfEndereco,TelefonePrincipal,EmailPrincipal,Site,ReceitaSituacao,ReceitaDataSituacao,ReceitaMotivoSituacao,ReceitaTipo,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaEFR,ReceitaSituacaoEspecial,ReceitaDataSituacaoEspecial,ReceitaCapitalSocial,CadastroRaizCNPJ_Id,Nire,OpcaoTributaria,SimplesNacional,SIMEI,SimplesNacionalSIMEIConsultaDe,Porte,ReceitaAtividade,ReceitaAtividadeSecundaria,VaduAtividadeCNAE,ReceitaMatrizCapitalSocial,CepEnderecoFormatado,Socios,CodIbge
333,04.470.242/0001-08,MCA TEXTIL LTDA,,R GUANABARA,420,,GUANABARA,JOINVILLE,SC,(47) 3032-3200/ (47) 3032-3123,ENOC@MCATEXTIL.COM.BR,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2001-05-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,825400.0,4470242,42.202.997.451,LUCRO REAL,False,False,2021-01-14T15:16:34.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","47.82-2/01 Comércio varejista de calçados
46.41-9/01 Comércio atacadista de tecidos
46.43-5/01 Comércio atacadista de calçados
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
47.55-5/01 Comércio varejista de tecidos
64.62-0/00 Holdings de instituições não financeiras
64.63-8/00 Outras sociedades de participação, exceto holdings
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
",Indústria,825400.0,89207-300,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MERCEDES ROSENSTOCK', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'ALEMAR PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'MERCEDES ROSENSTOCK'}]",4209102
334,05.082.188/0001-88,FAKINI MALHAS LTDA,,R 15 DE NOVEMBRO,1800,,CENTRO,POMERODE,SC,(47) 3387-7777/ (47) 3387-7777,contabil@fakini.com.br,www.fakini.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2002-05-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,650325.0,5082188,42.203.160.970,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","77.40-3/00 Gestão de ativos intangíveis não financeiros
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
64.62-0/00 Holdings de instituições não financeiras
",Indústria,650325.0,89107-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'RAFAEL ENRICO FACHINI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FRANCIS GIORGIO FACHINI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'EFE PARTICIPACOES LTDA.', 'NomeRepresentanteLegal': 'MOACIR LUIZ FACHINI'}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MOACIR LUIZ FACHINI', 'NomeRepresentanteLegal': None}]",4213203
335,73.591.588/0001-79,DECLAUS CONFECCOES EIRELI,,R FRITZ LORENZ,4115,BLOCO B,DISTRITO INDUSTRIAL,TIMBO,SC,(47) 3312-6000,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1993-10-28T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,,,,500000.0,73591588,42.600.068.247,,False,False,2018-11-20T00:00:00.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
46.89-3/02 Comércio atacadista de fios e fibras beneficiados
46.41-9/01 Comércio atacadista de tecidos
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
13.30-8/00 Fabricação de tecidos de malha
14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
",Indústria,500000.0,89120-000,"[{'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CLAUDIO COSTA CARDOZO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '78-Titular Pessoa Jurídica Domiciliada no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '17-Procurador', 'Nome': 'HCLZ PARTICIPACOES LTDA', 'NomeRepresentanteLegal': 'CLAUDIO COSTA CARDOZO'}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CAMILA LORENZI DAMM CARDOZO', 'NomeRepresentanteLegal': None}]",4218202
336,80.469.166/0001-90,MARP INDUSTRIA TEXTIL LTDA,,R BAHIA,7.680,1 2 E 3 SUBSOLO N 7.684,PASSO MANSO,BLUMENAU,SC,(47) 3036-1300,,www.ciagota.com.br,ATIVA,2002-03-09T00:00:00.000,,MATRIZ,1988-01-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,200000.0,80469166,42.201.026.991,LUCRO REAL,False,False,2021-04-29T15:22:19.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
46.16-8/00 Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
46.89-3/02 Comércio atacadista de fios e fibras beneficiados
13.30-8/00 Fabricação de tecidos de malha
",Indústria,200000.0,89032-525,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCOS FOREST FRAMENTO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOAO PAULO RAUTT FRAMENTO', 'NomeRepresentanteLegal': None}]",4202404
337,01.066.048/0001-65,SOLEFLEX IMPORTACAO DISTRIBUICAO E LOGISTICA LTDA,,R SENADOR CARLOS GOMES DE OLIVEIRA,863,COMP. EMPR. PITZ CD 01 UNIDADE 09 DISTRITO INDUSTRIAL,FAZENDA SANTO ANTONIO,SAO JOSE,SC,(48) 3343-4333/ (48) 3343-4312,contabilidade@soleflex.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1996-02-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,500000.0,1066048,42.202.128.720,,,,,DEMAIS,"46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
","46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
66.12-6/04 Corretoras de contratos de mercadorias
68.10-2/02 Aluguel de imóveis próprios
46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
47.59-8/99 Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
46.73-7/00 Comércio atacadista de material elétrico
47.42-3/00 Comércio varejista de material elétrico
46.79-6/99 Comércio atacadista de materiais de construção em geral
47.44-0/99 Comércio varejista de materiais de construção em geral
82.99-7/99 Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
70.20-4/00 Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica
74.90-1/04 Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários
",Comércio,500000.0,88104-785,"[{'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LEONILDES TEREZINHA PITZ SOLE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LETICIA PITZ SOLE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FRANCINE PITZ SOLE', 'NomeRepresentanteLegal': None}]",4216602
338,83.093.021/0001-26,MALHAS WILSON LTDA,,R HERMANN BERNDT,111,,INDUSTRIAL,TIMBO,SC,,,www.malhaswilson.com.br,ATIVA,2004-12-31T00:00:00.000,,MATRIZ,1974-01-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1505000.0,83093021,42.200.476.909,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
","14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
46.41-9/01 Comércio atacadista de tecidos
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
47.55-5/03 Comercio varejista de artigos de cama, mesa e banho
",Indústria,1505000.0,89120-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LUIZ SIEH', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MAURO JOSE DA SILVA', 'NomeRepresentanteLegal': None}]",4218202
339,05.010.190/0001-41,OBJETO BRASIL CONFECCOES EIRELI,OBJETO BRASIL,R AUGUSTO RUX,330,,RIBEIRAO LUEBKE,POMERODE,SC,(47) 3395-3400,contato@objetobr.com.br,,ATIVA,2003-03-08T00:00:00.000,,MATRIZ,2002-04-19T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,56500000.0,5010190,42.600.089.171,LUCRO REAL,False,False,2021-02-18T16:38:27.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
14.11-8/01 Confecção de roupas íntimas
",Indústria,56500000.0,89107-000,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANDRE RICARDO MANZKE', 'NomeRepresentanteLegal': None}]",4213203
340,11.892.859/0001-79,PLX INDUSTRIA E COMERCIO DE CONFECCOES EIRELI,,R JOHANN OHF,3000,,VELHA CENTRAL,BLUMENAU,SC,(47) 3037-7800,unser.bnu@terra.com.br,,ATIVA,2010-05-03T00:00:00.000,,MATRIZ,2010-05-03T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,67800.0,11892859,42.600.027.028,,False,False,2019-01-21T12:14:01.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
",Indústria,67800.0,89046-115,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SANDRO RANGEL PEREIRA', 'NomeRepresentanteLegal': None}]",4202404
341,81.364.879/0001-52,VILLA TEXTIL LTDA,VILLA TEXTIL,R GUSTAVO ZIMMERMANN,4767,,ITOUPAVA CENTRAL,BLUMENAU,SC,(47) 3037-7733,,,ATIVA,2005-09-24T00:00:00.000,,MATRIZ,1989-06-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1276000.0,81364879,42.201.171.648,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","13.21-9/00 Tecelagem de fios de algodão
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
46.16-8/00 Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
13.40-5/99 Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário
",Indústria,1276000.0,89063-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADEMIR FANTONI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'MONTBLANC PARTICIPACOES S.A.', 'NomeRepresentanteLegal': 'ADEMIR FANTONI'}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ALFREDO GUILHERME FANTONI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADEMIR FANTONI JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CARLOS EDUARDO FANTONI', 'NomeRepresentanteLegal': None}]",4202404
342,09.544.299/0001-10,FBR CONFECCOES LTDA,FBR TEXTIL,R QUINTINO BOCAIUVA,212,FUNDOS,CENTRO,APIUNA,SC,(47) 3353-1457/ (47) 3353-1457,,,ATIVA,2008-05-13T00:00:00.000,,MATRIZ,2008-05-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,20000.0,9544299,42.204.107.215,,False,False,2018-11-20T00:00:00.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
",Indústria,20000.0,89135-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FABRICIO FERRARI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FABIANA FERRARI', 'NomeRepresentanteLegal': None}]",4201257
343,11.991.736/0001-95,GLASS HOUSE DO BRASIL IMPORTACAO E EXPORTACAO LTDA,,R AMERICANA,230,,DISTRITO INDUSTRIAL SUL,PIEN,PR,(41) 3632-1693,glasshousedobrasil@gmail.com,,ATIVA,2010-05-25T00:00:00.000,,MATRIZ,2010-05-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,100000.0,11991736,41.207.392.319,,False,False,2021-05-06T14:46:29.000,DEMAIS,"23.19-2/00 Fabricação de artigos de vidro
","23.99-1/01 Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal
46.79-6/03 Comércio atacadista de vidros, espelhos e vitrais
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
",Indústria,100000.0,83860-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ELIANA LAMMEL', 'NomeRepresentanteLegal': None}, {'Qualificacao': '30-Sócio ou Acionista Menor (Assistido/Representado)', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '14-Mãe', 'Nome': 'ANDRESSA LAMMEL ROMAIS', 'NomeRepresentanteLegal': 'ELIANA LAMMEL'}]",4119103
344,04.732.235/0001-29,L X TEXTIL LTDA,,R FORTUNATO GABRIEL MELATO,1205,,BARRACAO,GASPAR,SC,(47) 3318-7005,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2001-10-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,5000.0,4732235,42.203.070.831,,False,False,2018-11-20T00:00:00.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
",Indústria,5000.0,89113-380,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SERGIO GOULART VARELA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SCHEILA IZIDORO VARELA', 'NomeRepresentanteLegal': None}]",4205902
345,81.374.332/0001-38,DIMENSAO INDUSTRIA DO VESTUARIO LTDA,,R ADEMAR IRIO VASEL,52,,CENTENARIO,JARAGUA DO SUL,SC,(47) 3725-300 / (47) 3725-307,marlian@marlian.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1989-07-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,70000.0,81374332,42.201.179.401,,False,False,2021-04-20T18:26:59.000,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",,Indústria,70000.0,89256-750,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SERGIO SCHERER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARISA SASSE SCHERER', 'NomeRepresentanteLegal': None}]",4208906
346,08.934.728/0001-00,VALMOR INDUSTRIA TEXTIL EIRELI,,R MARIA VICENTE CARDOSO,71,GALPAO,ITOUPAVA NORTE,BLUMENAU,SC,(47) 3702-2300,valmor@valmor.ind.br,,ATIVA,2007-07-16T00:00:00.000,,MATRIZ,2007-07-16T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,200000.0,8934728,42.600.142.161,,False,False,2018-11-20T00:00:00.000,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
","47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",Indústria,200000.0,89053-182,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SALETE DANDOLINI', 'NomeRepresentanteLegal': None}]",4202404
347,88.874.011/0001-41,COMERCIAL E INSTALADORA PNEUMATICA CLASON LTDA,,AV NACOES UNIDAS,4156,,OURO BRANCO,NOVO HAMBURGO,RS,(51) 3587-2233,cobranca@clason.com.br,www.clason.com.br,ATIVA,2002-04-20T00:00:00.000,,MATRIZ,1976-12-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,20000.0,88874011,43.200.228.752,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"47.44-0/03 Comércio varejista de materiais hidráulicos
","47.44-0/01 Comércio varejista de ferragens e ferramentas
43.22-3/01 Instalações hidráulicas, sanitárias e de gás
43.22-3/03 Instalações de sistema de prevenção contra incêndio
46.13-3/00 Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
46.14-1/00 Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
33.14-7/04 Manutenção e reparação de compressores
95.21-5/00 Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
77.39-0/99 Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador
47.42-3/00 Comércio varejista de material elétrico
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
",Comércio,20000.0,93320-232,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DEBORA LENARA DOS SANTOS CAIXINHAS', 'NomeRepresentanteLegal': None}]",4313409
348,89.938.500/0001-82,ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA,GRUPO ISDRA,R DOS  ANDRADAS,1001,QUARTO ANDAR,CENTRO,PORTO ALEGRE,RS,,TRIBUTARIO@ISDRA.COM.BR,www.isdralit.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1984-01-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,141458304.0,89938500,43.200.716.081,LUCRO REAL,False,False,2021-01-08T10:15:16.000,DEMAIS,"23.30-3/03 Fabricação de artefatos de fibrocimento para uso na construção
","22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
41.10-7/00 Incorporação de empreendimentos imobiliários
68.10-2/01 Compra e venda de imóveis próprios
20.40-1/00 Fabricação de fibras artificiais e sintéticas
22.21-8/00 Fabricação de laminados planos e tubulares de material plástico
52.11-7/02 Guarda-móveis
41.20-4/00 Construção de edifícios
23.30-3/99 Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
46.79-6/04 Comércio atacadista especializado de materiais de construção não especificados anteriormente
",Indústria,141458304.0,90020-007,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': 'GRECIA', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LEONIDAS ISDRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': 'BRASIL', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PAULA ISDRA ZACHIA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': 'BRASIL', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'ISDRALIT INVESTIMENTOS S/A', 'NomeRepresentanteLegal': 'EDUARDO ISDRA ZACHIA'}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EDUARDO ISDRA ZACHIA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'REGINA ISDRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DENISE CALDERON ISDRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCELO VELONI CURTI VERFE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MAURICIO LARRATEA ECHEVERRIA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LEANDRO PRIMERANO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANTONIO ALVARO RODRIGUES FRADE', 'NomeRepresentanteLegal': None}]",4314902
