,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
243,POKOTINHA CONFECCOES EIRELI,SC,ATIVA,2002-04-08T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,88000.0,,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",05.002.177/0001-40,de 4.800.000 até 10.000.000,de 100 até 500,0,-
244,CAMISARIA MILANI LTDA,SC,ATIVA,1997-08-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,300000.0,SIMPLES NACIONAL,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",02.039.051/0001-52,de 1.500.000 até 4.800.000,de 10 até 50,0,-
245,MANATEX TEXTIL LTDA,SC,ATIVA,1997-05-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,621000.0,LUCRO REAL,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
",01.855.065/0001-81,de 30.000.000 até 100.000.000,de 50 até 100,0,-
246,MAGUS CAMISARIA LTDA,SC,BAIXADA,1998-07-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,394000.0,,EPP,,02.674.286/0001-16,de 0 até 81.000,de 0 até 5,0,-
247,COLOURTEX PRODUTOS E SERVICOS LTDA,SC,ATIVA,2011-10-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,279000.0,,DEMAIS,"46.89-3/02 Comércio atacadista de fios e fibras beneficiados
",14.492.491/0001-40,de 30.000.000 até 100.000.000,de 100 até 500,0,-
248,VENTURI ESTAMPARIA E BORDADOS LTDA,SC,ATIVA,2001-06-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5000.0,,DEMAIS,"13.40-5/01 Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário
",04.531.552/0001-87,de 360.000 até 1.500.000,de 10 até 50,0,-
249,MEDIX DISTRIBUICAO COMERCIO E REPRESENTACAO LTDA,SC,ATIVA,1991-06-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,730000.0,,DEMAIS,"46.44-3/01 Comércio atacadista de medicamentos e drogas de uso humano
",83.200.105/0001-11,de 1.500.000 até 4.800.000,de 10 até 50,0,-
250,PLASPOLO INDUSTRIA E COMERCIO DE PLASTICOS LTDA,SC,ATIVA,1994-09-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,210000.0,SIMPLES NACIONAL,EPP,"32.40-0/99 Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
",00.213.945/0001-91,de 360.000 até 1.500.000,de 10 até 50,0,-
251,MARLI DE MORAES PEREIRA,SC,ATIVA,1980-02-28T00:00:00.000,213-5 - Empresário (Individual),,12000.0,SIMPLES NACIONAL,EPP,"10.95-3/00 Fabricação de especiarias, molhos, temperos e condimentos
",83.846.600/0001-00,de 360.000 até 1.500.000,de 10 até 50,0,-
252,COMERCIAL DE CARVAO BOM DE BRASA EIRELI,SC,ATIVA,2008-03-10T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,SIMPLES NACIONAL,EPP,"46.81-8/03 Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante
",09.434.352/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,0,-
253,MGL ALIMENTOS LTDA,SC,ATIVA,2016-03-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,SIMPLES NACIONAL,ME,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",24.447.368/0001-60,de 81.000 até 360.000,de 5 até 10,0,-
254,BMA TEXTIL EIRELI,SC,ATIVA,2003-12-02T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,EPP,"13.21-9/00 Tecelagem de fios de algodão
",06.036.316/0001-10,de 360.000 até 1.500.000,de 10 até 50,82,"844.367,65"
255,ANGERO INDUSTRIA E COMERCIO DE MALHAS LTDA,SC,ATIVA,1993-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,SIMPLES NACIONAL,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",73.307.944/0001-80,de 81.000 até 360.000,de 10 até 50,0,-
256,TOZ SOLUCOES INDUSTRIAIS EIRELI,PR,ATIVA,2014-08-04T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,500000.0,,EPP,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",21.118.268/0001-00,de 1.500.000 até 4.800.000,de 10 até 50,0,-
257,FOLINI TEXTIL INDUSTRIA E COMERCIO DE CONFECCOES LTDA,SC,ATIVA,2005-04-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1650000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",07.306.957/0001-00,de 10.000.000 até 30.000.000,de 50 até 100,0,-
258,ATIVA BRASIL INDUSTRIA COMERCIO DE COSMETICOS - EIRELI,SC,ATIVA,2000-12-15T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,2455655.0,LUCRO PRESUMIDO,EPP,"20.63-1/00 Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal
",04.203.927/0001-80,de 1.500.000 até 4.800.000,de 10 até 50,0,-
259,FORTEE ELEVADORES LTDA,SC,ATIVA,2018-12-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
",32.267.504/0001-69,de 1.500.000 até 4.800.000,de 10 até 50,0,-
260,MULTITRANS - TRANSPORTES E ARMAZENS GERAIS LTDA.,PR,ATIVA,1996-05-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2800000.0,LUCRO REAL,DEMAIS,"49.30-2/03 Transporte rodoviário de produtos perigosos
",01.201.578/0001-79,de 300.000.000 até 500.000.000,de 100 até 500,0,-
261,CONFECCOES CHAPLIN LTDA,SC,ATIVA,1986-04-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,LUCRO PRESUMIDO,DEMAIS,"14.22-3/00 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
",79.286.480/0001-59,de 1.500.000 até 4.800.000,de 10 até 50,14,"848.872,93"
262,CEJATEL PARTICIPACOES LTDA,SC,ATIVA,1991-09-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,60000.0,LUCRO PRESUMIDO,DEMAIS,"64.63-8/00 Outras sociedades de participação, exceto holdings
",85.147.627/0001-22,de 1.500.000 até 4.800.000,de 50 até 100,0,-
263,KYLY INDUSTRIA TEXTIL LTDA,SC,ATIVA,1985-07-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,18526157.77,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",78.855.830/0001-98,de 300.000.000 até 500.000.000,de 100 até 500,0,-
264,BEL EXPORT HIDRODINAMICA INDUSTRIA DE BOMBAS HIDRAULICAS LTDA,SC,ATIVA,1996-11-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5000000.0,LUCRO REAL,DEMAIS,"28.12-7/00 Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
",01.586.212/0001-65,de 30.000.000 até 100.000.000,de 100 até 500,0,-
265,INDUSTRIA E COMERCIO METAIS NICOLINI LTDA,PR,ATIVA,1990-05-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
",82.056.185/0001-10,de 10.000.000 até 30.000.000,de 100 até 500,376,"19.794.417,33"
266,LUNELLI COMERCIO DO VESTUARIO LTDA,SC,ATIVA,1981-10-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,34744288.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",75.552.133/0001-70,de 10.000.000 até 30.000.000,de 100 até 500,0,-
267,RUIZ INDUSTRIA DE UTILIDADES DOMESTICAS EIRELI,RS,ATIVA,2012-12-14T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,62200.0,,DEMAIS,"25.93-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
",17.317.880/0001-27,de 1.500.000 até 4.800.000,de 10 até 50,343,"855.554,70"
268,EMPLASUL TRANSPORTE E COMERCIO DE EMBALAGENS LTDA,SC,ATIVA,2004-06-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,EPP,"46.86-9/02 Comércio atacadista de embalagens
",06.317.181/0001-60,de 1.500.000 até 4.800.000,de 10 até 50,0,-
269,NANETE TEXTIL LTDA,SC,ATIVA,1972-05-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,16600000.0,LUCRO REAL,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
",84.432.434/0001-50,de 100.000.000 até 300.000.000,de 100 até 500,0,-
270,ARAUPEL S.A.,RS,ATIVA,1972-12-14T00:00:00.000,205-4 - Sociedade Anônima Fechada,,55000000.0,LUCRO REAL,DEMAIS,"16.10-2/03 Serrarias com desdobramento de madeira em bruto
",87.102.810/0001-37,de 300.000.000 até 500.000.000,de 100 até 500,0,-
271,MICROMIL-MICRONIZACAO E MOAGEM LTDA,SC,ATIVA,2000-09-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,380000.0,,DEMAIS,"08.10-0/06 Extração de areia, cascalho ou pedregulho e beneficiamento associado
",04.313.814/0001-37,de 1.500.000 até 4.800.000,de 10 até 50,270,"2.855.462,80"
272,HOMEPLAST INDUSTRIA DE PLASTICOS LTDA.,SC,ATIVA,2005-02-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",07.218.968/0001-38,de 10.000.000 até 30.000.000,de 50 até 100,0,-
273,MUNDIAL S.A. - PRODUTOS DE CONSUMO,SP,ATIVA,1917-09-05T00:00:00.000,204-6 - Sociedade Anônima Aberta,,43794105.18,LUCRO REAL,DEMAIS,"32.99-0/05 Fabricação de aviamentos para costura
",88.610.191/0001-54,de 100.000.000 até 300.000.000,acima de 500,19,"53.966.179,22"
274,BRASCOLA LTDA - EM RECUPERACAO JUDICIAL,SC,ATIVA,1966-07-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,5500627.0,,DEMAIS,"20.91-6/00 Fabricação de adesivos e selantes
",61.105.060/0001-63,de 30.000.000 até 100.000.000,acima de 500,29,"4.893.644,10"
275,CATAY MALHAS LTDA,SC,ATIVA,2007-08-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"13.30-8/00 Fabricação de tecidos de malha
",09.035.359/0001-79,de 1.500.000 até 4.800.000,de 10 até 50,13,"66.733,82"
276,KEOPS INDUSTRIA GRAFICA S.A.,PR,ATIVA,1997-02-05T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1309000.0,LUCRO PRESUMIDO,DEMAIS,"58.19-1/00 Edição de cadastros, listas e outros produtos gráficos
",01.674.524/0001-20,de 10.000.000 até 30.000.000,de 50 até 100,14,"3.772.233,19"
277,METALURGICA GANS INDUSTRIA E COMERCIO LTDA,PR,ATIVA,1966-09-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1139773.0,LUCRO REAL,DEMAIS,"25.13-6/00 Fabricação de obras de caldeiraria pesada
",76.524.370/0001-90,de 1.500.000 até 4.800.000,de 100 até 500,32,"432.576,90"
278,BRANDL DO BRASIL LTDA,PR,ATIVA,1998-02-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,17038462.0,LUCRO REAL,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
",02.375.902/0001-38,de 100.000.000 até 300.000.000,de 100 até 500,155,"10.948.409,06"
279,LARAPLAST INDUSTRIA COMERCIO E SERVIOS DE EMBALAGENS PLASTICAS EIRELI,SC,BAIXADA,1999-05-07T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,65000.0,,EPP,,03.135.187/0001-29,de 0 até 81.000,de 10 até 50,17,"350.745,05"
280,LORENZETTI QUIMICA LTDA,SC,ATIVA,1987-10-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,250000.0,LUCRO PRESUMIDO,DEMAIS,"20.52-5/00 Fabricação de desinfestantes domissanitários
",80.416.225/0001-62,de 4.800.000 até 10.000.000,de 100 até 500,0,-
281,MOSARTE INDUSTRIA E COMERCIO DE MOSAICOS LTDA,SC,ATIVA,2003-06-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1500000.0,,DEMAIS,"23.91-5/03 Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras
",05.745.387/0001-29,de 10.000.000 até 30.000.000,de 100 até 500,0,-
282,KADESH EQUIPAMENTOS PROFISSIONAIS LTDA,PR,ATIVA,2004-05-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,500000.0,LUCRO REAL,DEMAIS,"15.31-9/01 Fabricação de calçados de couro
",06.293.564/0001-46,de 30.000.000 até 100.000.000,de 100 até 500,1,"21.490,57"
283,AGRIFIRM DO BRASIL NUTRICAO ANIMAL LTDA,SC,ATIVA,1999-07-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,75627260.0,,DEMAIS,"10.66-0/00 Fabricação de alimentos para animais
",03.279.946/0001-27,de 100.000.000 até 300.000.000,de 100 até 500,0,-
284,BRASLAR DO BRASIL LTDA,PR,ATIVA,2000-08-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2157310.0,LUCRO REAL,DEMAIS,"27.51-1/00 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios
",04.016.420/0001-17,de 10.000.000 até 30.000.000,de 100 até 500,1,"2.188,33"
285,BOX FORT INDUSTRIA DE EMBALAGENS LTDA,SC,ATIVA,1999-08-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,SIMPLES NACIONAL,EPP,"17.31-1/00 Fabricação de embalagens de papel
",03.384.912/0001-00,de 1.500.000 até 4.800.000,de 10 até 50,0,-
286,TIMAR - TINTAS E REVESTIMENTOS LTDA,SC,ATIVA,2004-05-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,,EPP,"20.71-1/00 Fabricação de tintas, vernizes, esmaltes e lacas
",06.337.585/0001-16,de 1.500.000 até 4.800.000,de 10 até 50,9,"10.170,50"
287,STARCOLOR PROTECAO E DECORACAO DE ALUMINIO EIRELI,SC,ATIVA,1991-04-19T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,150000.0,LUCRO PRESUMIDO,EPP,"25.39-0/01 Serviços de usinagem, torneiria e solda
",83.032.359/0001-78,de 360.000 até 1.500.000,de 10 até 50,14,"5.266.661,21"
288,MALHARIA CRISTINA LTDA,SC,ATIVA,1970-03-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,368000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",82.663.337/0001-43,de 30.000.000 até 100.000.000,de 100 até 500,0,-
289,AUPICOR QUIMICA LTDA,SC,ATIVA,2008-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,,DEMAIS,"20.93-2/00 Fabricação de aditivos de uso industrial
",10.314.860/0001-53,de 10.000.000 até 30.000.000,de 100 até 500,5,"61.976,53"
290,BOUTIN FERTILIZANTES EIRELI,PR,ATIVA,1969-07-21T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,2250000.0,,DEMAIS,"68.10-2/02 Aluguel de imóveis próprios
",76.488.469/0001-83,de 30.000.000 até 100.000.000,acima de 500,16,"126.990,53"
291,TECNICARE INDUSTRIA E COMERCIO LTDA MASSA FALIDA,PR,INAPTA,2001-07-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,,DEMAIS,,04.576.327/0001-67,de 30.000.000 até 100.000.000,de 0 até 5,14,"1.002.118,40"
292,INDUSTRIA DE EMBALAGENS PLASTICAS NEGRINHO LTDA,,BAIXADA,1992-08-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1818250.0,LUCRO REAL,DEMAIS,"00.00-0/00 Não informada
",94.750.981/0001-38,de 0 até 81.000,de 0 até 5,3,"28.200,00"
293,EDEGE INDUSTRIA DE EQUIPAMENTOS AGROPECUARIOS LTDA,SC,ATIVA,1979-12-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,610000.0,LUCRO REAL,DEMAIS,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",83.684.670/0001-00,de 10.000.000 até 30.000.000,de 100 até 500,0,-
294,ZM SA,SC,ATIVA,1983-04-25T00:00:00.000,205-4 - Sociedade Anônima Fechada,,145000000.0,LUCRO REAL,DEMAIS,"29.45-0/00 Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
",76.812.379/0001-04,de 100.000.000 até 300.000.000,de 100 até 500,0,-
295,CCA INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA,SC,ATIVA,1986-08-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"27.31-7/00 Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
",79.502.563/0001-38,de 4.800.000 até 10.000.000,de 50 até 100,0,-
296,POMERPLAST IND. E COM. DE PLASTICOS LTDA.,SC,ATIVA,1997-12-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",02.278.437/0001-17,de 10.000.000 até 30.000.000,de 100 até 500,2,"9.601,03"
297,CALCADOS ANA LUANA EIRELI,RS,ATIVA,2013-05-29T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,67800.0,SIMPLES NACIONAL,ME,"15.31-9/01 Fabricação de calçados de couro
",18.218.110/0001-90,de 81.000 até 360.000,de 10 até 50,39,"44.510,39"
298,BOUTON INDUSTRIA E COMERCIO DE ARTIGOS DE CAMA E BANHO LTDA,SC,ATIVA,2006-09-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,14550000.0,LUCRO REAL,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",08.313.402/0001-58,de 100.000.000 até 300.000.000,de 100 até 500,0,-
299,SAVITEX TEXTIL LTDA,SC,ATIVA,1989-06-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,SIMPLES NACIONAL,EPP,"13.21-9/00 Tecelagem de fios de algodão
",81.343.907/0001-55,de 360.000 até 1.500.000,de 10 até 50,0,-
300,BOLD PARTICIPACOES S.A.,SC,ATIVA,2001-08-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,,2610000.0,LUCRO REAL,DEMAIS,"46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
",04.626.152/0001-55,de 100.000.000 até 300.000.000,de 100 até 500,0,-
301,P.A. INDUSTRIA TEXTIL S/A,SC,ATIVA,2004-09-10T00:00:00.000,205-4 - Sociedade Anônima Fechada,,2200000.0,,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",06.985.471/0001-82,de 30.000.000 até 100.000.000,de 100 até 500,0,-
302,BLUMENAU EMPRESA DE PRODUTOS ALIMENTICIOS LTDA,SC,ATIVA,1974-09-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,450000.0,LUCRO PRESUMIDO,DEMAIS,"10.95-3/00 Fabricação de especiarias, molhos, temperos e condimentos
",83.092.502/0001-17,de 4.800.000 até 10.000.000,de 100 até 500,0,-
303,FIACAO AGUAS NEGRAS LTDA,SC,ATIVA,1987-06-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,190000.0,LUCRO REAL,DEMAIS,"13.11-1/00 Preparação e fiação de fibras de algodão
",80.096.050/0001-53,de 10.000.000 até 30.000.000,de 50 até 100,0,-
304,RODRIGUES & LARANJEIRA LTDA,SC,ATIVA,1995-06-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3300000.0,,DEMAIS,"46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
",00.675.356/0001-25,de 30.000.000 até 100.000.000,de 50 até 100,0,-
305,ARROZEIRA ADIB PEIXOTO LTDA,RS,ATIVA,2000-06-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3750000.0,LUCRO REAL,EPP,"10.61-9/01 Beneficiamento de arroz
",04.908.287/0001-03,de 1.500.000 até 4.800.000,de 100 até 500,9,"3.204.405,82"
306,SIOTEX PRODUTOS TEXTEIS EIRELI,SC,ATIVA,2006-07-14T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,78800.0,,DEMAIS,"46.41-9/02 Comércio atacadista de artigos de cama, mesa e banho
",08.149.256/0001-77,de 360.000 até 1.500.000,de 10 até 50,0,-
307,EMBRAST INDUSTRIA E COMERCIO DE EMBALAGENS LTDA,SC,ATIVA,2001-02-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,18000000.0,,DEMAIS,"46.86-9/02 Comércio atacadista de embalagens
",04.310.364/0001-29,de 100.000.000 até 300.000.000,de 100 até 500,1,"625,79"
308,HABG MOVEIS LTDA,RS,ATIVA,1982-06-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,410000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",88.268.545/0001-24,de 1.500.000 até 4.800.000,de 100 até 500,111,"1.452.530,69"
309,TECNOBLU S/A INDUSTRIA E COMERCIO,SC,ATIVA,1994-05-02T00:00:00.000,205-4 - Sociedade Anônima Fechada,,7330000.0,,DEMAIS,"14.14-2/00 Fabricação de acessórios do vestuário, exceto para segurança e proteção
",00.056.633/0001-11,de 30.000.000 até 100.000.000,acima de 500,0,-
310,MOVEIS CIVARDI LTDA,RS,ATIVA,1992-03-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,229000.0,LUCRO PRESUMIDO,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",94.495.637/0001-40,de 30.000.000 até 100.000.000,de 100 até 500,0,-
311,EMBALAGENS CAMPOS LTDA,SC,ATIVA,2006-05-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000.0,SIMPLES NACIONAL,ME,"17.33-8/00 Fabricação de chapas e de embalagens de papelão ondulado
",07.985.980/0001-78,de 81.000 até 360.000,de 10 até 50,0,-
312,KARSTEN S.A.,SC,ATIVA,1966-08-25T00:00:00.000,204-6 - Sociedade Anônima Aberta,,100023987.36,LUCRO REAL,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",82.640.558/0001-04,de 300.000.000 até 500.000.000,de 100 até 500,2,"16.652,00"
313,METALURGICA RIOSULENSE SA,SC,ATIVA,1966-01-31T00:00:00.000,204-6 - Sociedade Anônima Aberta,,9213921.0,LUCRO REAL,DEMAIS,"29.41-7/00 Fabricação de peças e acessórios para o sistema motor de veículos automotores
",85.778.074/0001-06,de 100.000.000 até 300.000.000,de 100 até 500,0,-
314,INDUSTRIA E COMERCIO DE CONFECCOES DI MIRMAY LTDA,SC,ATIVA,1994-08-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",00.164.925/0001-78,de 30.000.000 até 100.000.000,de 100 até 500,0,-
